musicId,lrc_text,Arousal(mean),Valence(mean)
635,"I can swear, I can joke. I say what's on my mind. If I drink, if I smoke. I keep up with the guys. And you see me holding up my middlefinger to the world. **** your ribbons and your pearls. 'Cause I'm not just a pretty girl. . I'm more than just a picture. I'm a daughter and a sister. Sometimes it's hard for me to show. That I'm more than just a rumor. Or a song on your computer. There's more to me than people know. Some days I'm broke, some days I'm rich. Some days I'm nice, some days I can be a *****. Some days I'm strong, some days I quit. I don't let it show, but I've been through some *****t. . I can swear, I can joke. I say what's on my mind. If I drink, if I smoke. I keep up with the guys. And you see me holding up my middlefinger to the world. **** your ribbons and your pearls. 'Cause I'm not just a pretty girl. . 'Cause I'm not just a pretty girl. I'm more than just a number. I'm a hater, I'm a lover. Sometimes it's hard for me to show. That I'm more than just a title. Or a comment going viral. There's more to me than people know. Some days I'm broke, some days I'm rich. Some days I'm nice, some days I can be a *****. Some days I'm strong, some days I quit. I don't let it show, but I've been through some *****t. . I can swear, I can joke. I say what's on my mind. If I drink, if I smoke. I keep up with the guys. And you see me holding up my middlefinger to the world. **** your ribbons and your pearls. 'Cause I'm not just a pretty girl. I'm not just a pretty girl. A pretty girl. A pretty girl. A pretty girl. A pretty girl. A pretty girl. I'm not just a pretty girl.",0.6375,0.825
153,"I feel terrible. Sunlight's hurting my eyes. So I pull the shades and I make my place as black as night. . I feel miserable. And I'm missing you and me. Another Sunday morning all alone underneath these sheets. . No, I'm not hungover it's true. But I'm still not over you. All messed up, all strung out. I was sitting at home breaking down. Not out there getting high. Underneath some neon lights. Ain't no whiskey strong enough to make things right. . I'm just getting over. Another sober Saturday night. . Besides the pain. I don't feel a thing. When my buddies call me up. I just let it ring. . No, I'm not hungover it's true. But I'm still not over you. All messed up, all strung out. I was sitting at home breaking down. . Not out there getting high. Underneath some neon lights. Ain't no whiskey strong enough to make things right. I'm just getting over. Another sober Saturday night. . Writers: Chris Young, Brad Warren, Brett Warren. . No, I'm not out there getting high. Underneath some neon lights. Ain't no whiskey strong enough to make things right. . I'm just getting over. Another sober Saturday night. . ~~~.",0.675,0.65
609,"I've been on the low. I been taking my time. I feel like I'm out of my mind. It feel like my life ain't mine. Who can relate?. I've been on the low. I been taking my time. I feel like I'm out of my mind. It feel like my life ain't mine. I don't wanna be alive. I don't wanna be alive. I just wanna die today. I just wanna die. I don't wanna be alive. I don't wanna be alive. I just wanna die. And let me tell you why. All this other shit. I'm talkin' 'bout they think they know it. I've been praying for somebody. To save me, no one's heroic. And my life don't even matter. I know it I know it I know. I'm hurting deep down but can't show it. I never had a place to call my own. I never had a home. Ain't nobody callin' my phone. Where you been? Where you at. What's on your mind?. They say every life precious. But nobody care about mine. I've been on the low. I been taking my time. I feel like I'm out of my mind. It feel like my life ain't mine. Who can relate?. I've been on the low. I been taking my time. I feel like I'm out of my mind. It feel like my life ain't mine. I want you to be alive. I want you to be alive. You don't gotta die today. You don't gotta die. I want you to be alive. I want you to be alive. You don't gotta die. Now lemme tell you why. It's the very first breath. When your head's been drownin' under water. And it's the light that's in the air. When you're there chest-to-chest with a lover. It's holding on though the roads long. Seeing light in the dark, yeah, these things. And when you stare at your reflection. Finding hope in who it is. I know that you'll thank God you did. I know where you been. Where you are, where you goin'. I know you're the reason I believe in life. What's the day without a little night?. I'm just tryna shed a little light. It can be hard. It can be so hard. But you gotta live right now. You got everything to give right now. I've been on the low. I been taking my time. I feel like I'm out of my mind. It feel like my life ain't mine. Who can relate?. I've been on the low. I been taking my time. I feel like I'm out of my mind. It feel like my life ain't mine. I finally wanna be alive. I finally wanna be alive. I don't wanna die today. I don't wanna die. I finally wanna be alive. I finally wanna be alive. I don't wanna die. I don't wanna die(I don't wanna die). I just wanna leave. I just wanna leave. Pain don't hurt the same, I know. The lane I travel feels alone. But I'm moving 'til my legs give out. And I see my tears melt in the snow. But I don't wanna cry. I don't wanna cry anymore. I wanna feel alive. I don't even wanna die anymore. Oh I don't wanna. I don't wanna. I don't even wanna die anymore.",0.4375,0.5125
184,"[Intro: Big Sean. This is, this is.... Doing what I gotta do. What up though?. (We the best music...). I guess I'm on my Don shit. What that mean?. I'mma go. (DJ Khaled). [Verse 1: Big Sean. Straight up, late nights mixed with early days. It'll probably be that way until the pearly gates. Stress weighing on me, they want me to nervous break. These hoes showing fake love when I prefer the hate, man. Sheesh, at least if you real then I have to respect it. Realize the energy you give is what you manifested. So understand we positive as could be. The vision is still intact, the show is fresh out of seats. Boy it's never going south 'less we down in South Beach. Khaled on the jet skiis, preaching what you believe in. Everything faster than food, watch what we eating. If it add a couple years to our life, then we might go vegan. Woah, I hear a little bit of me in all your favorite rappers. You know it's true, bitch I need respect due. Now or later, either way I'mma take it, just like it's ****in' taxes. No wonder I'm on fire, I done been to hell and back bitch. Lately I been living life in detachment. I practice seven spiritual laws and cut off distractions. We been all in the Hollywood hills, ain't never acting. Detroit gave me an accent and Christ gave me his passion. Father help us, police doing target practice with real bodies. Mommas in the streets, crying, standing over a still body. Niggas over stressing, we under investigation. Every day off to the races, can't **** with you if you racist. Beat your ass until you purple, they can't even tell what your race is. Doctor King meet Dr. Dre, except this doctor lost all his patience. Have you tied up in a basement with you and your partner facing adjacent. Until you deposit payment or reparations. If you shoot me then you gotta deal with a holy me. It feel like I'm finally free and unlock my spirit with the holy key (the holy key, the holy key, the holy key...). [Hook: Betty Wright + DJ Khaled. And I'ma celebrate it for a long time. The drama couldn't break me, now it's all mine. Surrounded by my angels and we all shine. Holy, holy, holy, holy key. And I'ma celebrate it for a long time. The drama couldn't break me, now it's all mine. Surrounded by my angels and we all shine. Holy, holy, holy, holy key. [Verse 2: Kendrick Lamar. Everything I touch may disintegrate into dust, uh huh. Everything I trust may dishonor me in disgust, come on. Everything is everything, affidavits and wedding rings. Out for blood on my higher horse, I report what it was. I don't wear crosses no more, Yeshua's coming back. I ain't scared of losses no more, I see life in that. I don't resonate with the concept of love and hate. Cause your perspective is less effective and rather fake. The universe and the heavens work in my DNA. Kendrick said ""**** mother Earth"", that's PSA. The land of the wicked, the foundation of Lucifer's spirit. Walking zombies and spellcatchers, I pray for forgiveness. Uncle Bobby and Paul June is lost again. The underworld and the fourth dimension, my family's in. The big money, the fast cars, my life produced. The blocks I connected while re-building this Rubix cube. So what you look up to?. Fame and fortune, bitches, porches, sources with designer thing. Brand endorsement joining forces with sorcerers signing me. Law enforcement their forces, tortures us with violent speed. **** you bosses employment my joy is to see all you bleed. Who knew Royce's with choices of color my desire need. Crab and Oyster with gorgeous abortions, I require thee. Flesh and poison the point is the reason, you won't die in peace. Open door for my boy, now they eating, we say, finally. I destroy and divorce what you eating, don't you hire me. Tape recording my voices and tweak it, let's play hide and seek. Wall distortion and forfeit this evening, you should try at least. I'm restoring the portrait of feasting, nigga, high on beast. I don't like to sleep, I'm up like coyote, I might OD. Hair like ODB, I'm off a higher need. Khaled is valid, I been looking for inspiration. But when you the only king, you the only one in the matrix. [Hook: Betty Wright + DJ Khaled. And I'ma celebrate it for a long time. The drama couldn't break me, now it's all mine. Surrounded by my angels and we all shine. Holy, holy, holy, holy key. And I'ma celebrate it for a long time. The drama couldn't break me, now it's all mine. Surrounded by my angels and we all shine. Holy, holy, holy, holy key. [Outro: Betty Wright. Holy, Holy key, holy. .",0.825,0.6375
46,"Rolly Rolly~~~. . I just wanna Rolly Rolly Rolly with a dab of ranch. I already got some designer to hold up my pants. I just want some ice on my wrist so I look better when I dance. Have you lookin' at it, put you in a trance. I just wanna Rolly Rolly Rolly with a dab of ranch. I already got some designer to hold up my pants. I just want some ice on my wrist so I look better when I dance. Have you lookin' at it, put you in a trance. Yeah yeah yeah. All I ever wanted was a Rolly Rolly. All I ever wanted was a Rolly Rolly. Cooler than a snow man with the ice all on me. Now your chick all on me, now your chick all on me (she all on me). . My Rolly don't tick tock, it just glide. Keep staring at it and you might go blind. I be movin' clean, I don't even try. All I see is bands, bands, I spy. Yeah, dat way. I need that moola by Tuesday. Yeah, dat way. I low key feel like fungswae. I just now got started. Got views on views, I'm poppin'. My diamonds goin' retarded. Your girl on deck, it's a party. . I just wanna Rolly Rolly Rolly with a dab of ranch. I already got some designer to hold up my pants. I just want some ice on my wrist so I look better when I dance. Have you lookin' at it, put you in a trance. I just wanna Rolly Rolly Rolly with a dab of ranch. I already got some designer to hold up my pants. I just want some ice on my wrist so I look better when I dance. Have you lookin' at it, put you in a trance. Yeah yeah yeah. All I ever wanted was a Rolly Rolly. All I ever wanted was a Rolly Rolly. Cooler than a snow man with the ice all on me. Now your chick all on me, now your chick all on me (she all on me). . Blue face Rolly red face Rolly aye. Purple face Rolly like some Teletubbies aye. Baby diamonds wet, *****nin' like some guppies. Your man's hatin', probably 'cause his girl love me aye. I pull up to the mall and I'm flexin' on your hoe. Galio in the cut, and he got them buffies aye. Whiteskins got me goin' crazy crazy aye. Your girl love me 'cause she probably want my baby aye (woo). Ice on my neck cost like five K. I want a girl built just like Kim K. Karate chop that ***** just like a sensei. Pull over in a 'Rari or a Bentley aye. . I just wanna Rolly Rolly Rolly with a dab of ranch. I already got some designer to hold up my pants. I just want some ice on my wrist so I look better when I dance. Have you lookin' at it, put you in a trance. I just wanna Rolly Rolly Rolly with a dab of ranch. I already got some designer to hold up my pants. I just want some ice on my wrist so I look better when I dance. Have you lookin' at it, put you in a trance. Yeah yeah yeah. All I ever wanted was a Rolly Rolly. All I ever wanted was a Rolly Rolly. Cooler than a snow man with the ice all on me. Now your chick all on me, now your chick all on me. (she all on me). . All I ever wanted was a rolly. All I ever wanted was a rolly. I just want a rolly. I just want a rolly. I just want a. I just want a rolly.",0.8375,0.575
52,"Everybody 'round me sayin' I should relax cause. I've been goin' hard 'til my eyes roll back but. All I wanna do is forget about my past and. Smoke a little weed, really nothin' too drastic. Any time you see me in a picture and I'm smilin'. Probably cause I'm faded or I'm chillin' with the fans and. Not really the type to let a nigga talk back but. Imma let it slide cause my niggas too violent. Shoutout to the ones who spend money like a habit. Even if they had a million dollars, they'd be trappin'. Got a couple girls shootin' movies on the mattress. Then I hit the booth, make the mother****in' soundtrack. Then I play it back on that eighty-inch plasma. Then I get 'em faded off that super fantastic. Roll that grandmaster, smell it through the plastic. Nobody can handle me, I'm gone when the shit's too strong. The night's too long. I took too much and I've gone too far. And I might not make it. I might not make it. This time I might not make it. I might not make it. I might not make it. This time I might not make it. I might not make it. I might not make it. This time I might not make it. I might not. Bitches know, told a ho, ""It's different strokes for different folks"". Came up out the north, we was playin' with a different snow. Took my niggas from the four-one to pacific coast. We no longer put no fish scale on the fishin' boat. Listen ho, I know all you bitches want is liquor, smoke. (Liquor, smoke). I know all you bitches want is dick and dough. (Dick and dough). Told her, ""You don't gotta make it difficult"". Baby, sit calm, we don't need another episode. Hippy bitches sendin' me titty pictures. She told me no religion was the new religion. She said she don't believe in God but her shoes Christian. I heard she servin' everybody like the soup kitchen. Gettin' hoes higher, gettin' hoes higher. She got work in the mornin', I'm gettin' hoes fired. Why the **** you call it purp when you mix it pink?. You know I ****in' mix the drinks when the shit's too strong. The night's too long. I took too much and I've gone too far. And I might not make it. I might not make it. This time I might not make it. I might not make it. I might not make it. This time I might not make it. I might not make it. I might not make it. This time I might not make it. I might not.",0.5875,0.4625
812,Somewhere in the world there is a father and a mother. And the father is a son who has a mother. The mother has a daughter. Who gets married to the brother of a mother. And they all just try to multiply with one another. 'Cause that's just the way of the world. It never ends till the end then you start again. That's just the way of the world. That's just the way of the world. . Somewhere in the world they think they're working for themselves. They get up everyday to go to work for someone else. And somebody works for them and so they think they got it made. But they're all just working to get paid the very same. And so they keep on twiddling them thumbs. Skiddly-dee-da-dum. They gonna keep on twiddling them thumbs. Skiddly-dee-da-dum-dum. And so they keep on twiddling them thumbs. Skiddly-dee-da-dum. They gonna keep on twiddling them thumbs. Skiddly-dee-da-dum-dum. . Somewhere in the world you got a robber and a bank. And the bank robbed the people so the people robbed the bank. And the police came to get him but they let him get away. 'Cause they're all just working to get paid the very same. 'Cause that's just the way of the world. It never ends till the end then you start again. That's just the way of the world. That's just the way of the world. . And so they keep on twiddling them thumbs. Skiddly-dee-da-dum. They gonna keep on twiddling them thumbs. Skiddly-dee-da-dum-dum. And so they keep on twiddling them thumbs. Skiddly-dee-da-dum. They gonna keep on twiddling them thumbs. Skiddly-dee-da-dum-dum. . Don't believe everything that you hear. Let it go through your left and right ear. Don't just march to the beat of that drum. Don't be one of them people just twiddling them thumbs. 'Cause that's just the way of the world. It never ends till the end and then you start again. That's just the way of the world. That's just the way of the world. . And so they keep on twiddling them thumbs. Skiddly-dee-da-dum. They gonna keep on twiddling them thumbs. Skiddly-dee-da-dum-dum. And so they keep on twiddling them thumbs. Skiddly-dee-da-dum. They gonna keep on twiddling them thumbs. Skiddly-dee-da-dum-dum. And so they keep on twiddling them thumbs. Skiddly-dee-da-dum. They gonna keep on twiddling them thumbs. Skiddly-dee-da-dum-dum. 'Cause that's just the way of the world.,0.8,0.6875
813,"I can be your life saver. Treat me like a jaw breaker. You got 31 flavors, baby. You can get this now or later, now or later. You can get this now or later, now or later. It's your choice. . Stop playing, you acting like I don't this. Built an empire, you Cookie, I'mma be Lucious. Give me good head until you get a conclusion. If you don't come back, I think I'mma lose it. I think I'mma lose it. If I ever had your number, I think I would use it. I'm feeling some way, you know I hate losing. If your heart was in a bank, I'd rob it just to prove it. Come on, you a mean diva. I'll grab your problems by the neck like I'm John Cena. You got a past, I didn't get to go to prom, either. So don't make it hard to believe that I need you. . You're beautiful like spring time. Let me know you in the meantime. Hopefully, if things seem right. I'mma be needing your ring size. I can be your life saver. Treat me like a jaw breaker. You got 31 flavors, baby. You can get this now or later, now or later. You can get this now or later, now or later. It's your choice. . I love attitudes, but not the drama. You made it to my heart, hamdoullah al salama. Salam aleikoum you lead my salama. You know my charm, you say it brings problems. Let me love you, put nothing above you. If we see your ex, I'll overly kiss and hug you. Make him jealous, now he's overzealous. Tryna act cool, I think he's over-selling. I don't mean no harm. I'm always there, Sage from State Farm. Whatever you do, don't ban me from your heart. I pray to God he don't keep us apart. . You're beautiful like spring time. Let me know you in the meantime. Hopefully, if things seem right. I'mma be needing your ring size. I can be your life saver. Treat me like a jaw breaker. You got 31 flavors, baby. You can get this now or later, now or later. You can get this now or later, now or later. It's your choice. . Let me see what you came to do. You're a sugar rush to my sweet tooth. You're a sugar rush to my sweet tooth. You're a sugar rush to my sweet tooth. Let me see what you came to do. You're a sugar rush to my sweet tooth. You're a sugar rush to my sweet tooth. You're a sugar rush to my sweet tooth. . I can be your life saver. Treat me like a jaw breaker. You got 31 flavors, baby. You can get this now or later, now or later. You can get this now or later, now or later. It's your choice.",0.675,0.675
1,"Uhh, (yeah) alright. I did it, hahah, yeah. Used to treat my mattress like the ATM, yeah. Bond number 9 that's my favorite scent, yeah. Can't forget the kush, I'm talking OG, yeah. Rest in peace to pop, he was an OG, oh yeah. 285 I had that pack on me, uh. I cannot forget I had that strap on me, yeah. Rest in peace to my nigga Doe (Doe TRU). All we ever want to do is ball. That was the easy part. We playing that Weezy hard. We sit in the kitchen late. We tryna to make an escape. Trying to make me a mil. So I'ma keep me a plate. I told 'em shawty can leave. So I'mma keep me a rake. So I'ma keep me a Wraith. My jewelry look like a lake. Today I'm in the Maybach. And that car came with some drapes. You know I look like a safe. I put you back in your place. I look you right in your face. Sing to your bitch like I'm Drake. Yeah. Good drank, big knots. Good drugs, I put a four on the rocks (lean!). Drop top, no hot box. 12 tried to pull me over, pink slips to the cops. She said the molly give her thizz face. Put the dick in her rib cage. Whips out, Kunta Kinte. Diamonds clear like Bombay. Take your babies, no Harambe. Play with keys like Doc Dre. 3K like André. And your girl, call her cum face. It's Gucci! Huh (brr!) huh!. Your trunk in the front. Well check this out my top in the trunk. You play with my money. Then check this out you're poppin' the trunk. Three mil in a month. But I just did three years on a bunk. Oh, you in a slump. I'm headed to Oakland like Kevin Da Runt. What is your point. Square with the stamp, **** Kevin Durant. Lay on on my trap. Play with my cap and I'll knock off your hat. I'm taking the cheese and killing the rats. Gucci Mane, call me the cat with the racks. I'm swervin', but I'm in back of the 'Bach. I'm Persian, man I got hoes from Iraq. I'm servin' I pay a bird for that. He nervous, ain't got no words for that. He hurt and want all of his purses back. He mixing the syrup with the Percocets. She perfect and she got perky breasts. I just want some of that turkey neck. Trapper of the year, I'm from Bouldercrest. You snitch of the year cause you told the bis'. Good drank, big knots. Good drugs, I put a four on the rocks (lean!). Drop top, no hot box. 12 tried to pull me over, pink slips to the cops. She said the molly give her thizz face. Put the dick in her rib cage. Whips out Kunta Kinte. Diamonds clear like Bombay. Take your babies, no Harambe. Play with keys like Doc Dre. 3K like Andre. And your girl, call her cum face. Aye, Mike Dean. This shit hard as ****, bruh. You a living legend, I appreciate that. Aye, Guwop, I'm glad you home, cuz. Quavo, you already know man. You got next on these niggas double salute man. True shit, 2 Chainz!. Hair Weave Killer. Daniel Son, the Necklace Don. Chapo Jr. I mean, I can go on for days.",0.4,0.575
807,"Fallin' in love now. Losin' control now. Fightin' the truth. Tryin' to hide. But I think it's alright girl. Yeah, I think it's alright girl. Fallin' in love now. Losin' control now. Fightin' the truth. Tryin' to hide. But I think it's alright girl. Yeah, I think it's alright girl. She's falling but she doesn't think he'll catch her. Cause her last relationship was a disaster. Accusations everyday she didn't know why. All her calls would be ignored he's on his own time. Shoulda' ended it before it started. All she ever got was broken hearted. He was cheating on her tryna' flip it. Back on her like a victim. Now she's all alone and starting over. Now she's got baggage on her shoulder. But the new guy really loves her. She loves him but she doesn't trust herself anymore. She's fallin' in love now. Losin' control now. Fightin' the truth. Tryin' to hide. But I think it's alright girl. Yeah, I think it's alright girl. Fallin' in love now. Losin' control now. Fightin' the truth. Tryin' to hide. But I think it's alright girl. Yeah, I think it's alright girl. Despite her past she can't help the attraction. He tells her that he's nothing like the last one. He redefines in every way what love is. She fell for him and hasn't gotten' up since. Every now and then she goes off though. Beating on his chest like a bongo. He understands she's coming from a hurt place. Answers all the questions on her survery. Doesn't get jealous, doesn't break trust. Doesn't call a hoe after hang ups. Gives her everything she ever wanted. And even though she still feels haunted. She's fallin' in love now. Losin' control now. Fightin' the truth. Tryin' to hide. But I think it's alright girl. Yeah, I think it's alright girl. Fallin' in love now. Losin' control now. Fightin' the truth. Tryin' to hide. But I think it's alright girl. Yeah, I think it's alright girl.",0.3375,0.3625
185,"DJ Khaled: We The Best music!. Jay Z: Oh this what we doin' here. DJ Khaled: Another one!!!. Jay Z: I'ma have to put my jewelry on for this one. Future: Wraith talk, Wraith talk, oh we talkin' that Wraith talk. Safe talk safe talk here we go talkin' that safe talk. DJ Khaled: Major key alert!. Jay Z: Oh we good now. Future: Major bag alert. DJ Khaled: DJ Khaled!. I got them keys, keys, keys. I got them keys, keys, keys. I got them keys, keys, keys. I got them keys, keys, keys. We go to court, we gon' plead the fifth. I know the judge, I'ma shoot him some chips. I got them keys, keys, keys. I got them keys, keys, keys. *****s always asking me the key. 'Til you own your own you can't be free. 'Til you're on your own you can't be me. How we still slaves in 2016?. Key to life, keep a bag comin'. Every night another bag comin'. I ain't been asleep since '96. I ain't seen the back of my eyelids. I been speedin' through life with no safety belt. One on one with the corner with no safety help. I perform like Josh Norman, I ain't normal, *****. Just a project ***** out in Beverly Hills, California *****. That Wraith talk, that's foreign *****. Special cloth talk here. All my *****s from the mud damn near. All my *****s millionares. We gon' take it there I swear. You gon' think a *****'s psychic. You ain't seen nothin' like this. . I promise they ain't gonna like this. I got them keys, keys, keys. I got them keys, keys, keys. I got them keys, keys, keys. I got them keys, keys, keys. We go to court, we gon' plead the fifth. I know the judge, I'ma shoot him some chips. I got them keys, keys, keys. I got them keys, keys, keys. Radar, radar on, these *****s ain't even on my radar. Radar, radar on, on, you ain't on my radar. Radar, radar, no, no, you hatin' on my radar. No, no, you *****es ain't, *****es ain't even on my radar. I got a bag for lawyers, like ***** ya charges. Hop out the courtroom like, ""What charges?"". Big pimpin' on your court steps. Case y'all ain't notice, I ain't lost yet. Y'all know it's one to one. Soon as you hear that uh, uh, uh. Y'all know the difference right. From rap facts and fiction right?. Real life I'm like HOV. Real life I'm life goals. In real life they're like me?. In real life I'm like no. My swag different, that bag different. My wife Beyoncé, I brag different. My baby Blue. (What else?). I dream in color. (What else?). That's too much flavor. I don't rap to suckas. (Ha!)God bless you all. I only talk special talk. I only talk special cloth. Said I only talk special, ah!. I got them keys, keys, keys. I got them keys, keys, keys. I got them keys, keys, keys. I got them keys, keys, keys. We go to court, we gon' plead the fifth. I know the judge, I'ma shoot him some chips. I got them keys, keys, keys. I got them keys, keys, keys. Radar, radar on, these *****s ain't even on my radar. Radar, radar on, on, you ain't on my radar. Radar, radar, no, no, you hatin' on my radar. No, no, you *****es ain't, *****es ain't even on my radar. DJ Khaled: I got the keys. Future: I got the keys, keys, keys. DJ Khaled: I got the keys to all success!. DJ Khaled: We the best!. DJ Khaled: Roc Nation! Freebandz!. Secure the bag alert. Alert, alert, alert, alert, alert, alert. Alert, alert, alert, alert, we got 'em alert. I got them keys, keys, keys. I got them keys, keys, keys. I got them keys, keys, keys. I got them keys, keys, keys. We go to court, we gon' plead the fifth. I know the judge, I'ma shoot him some chips. I got them keys, keys, keys. I got them keys, keys, keys.",0.6625,0.475
